M_G;NT1;NT2;NT3;NT4;NT5;NT6;BR1;BR2;BR3;BR4;P1;P2;P3;P4;STOPA1;STOPA2;STOPA3;STOPA4;STOPA5;STOPA6;STOPA7;STOPA8;STOPA9;I1;I2;I3;I4;I5;I6;KONTR;STOPAZ1;STOPAZ2;STOPAZ3;STOPAZ4;STOPAZ5;STOPAZ6;STOPAZ7;STOPAZ8;I22;I23;I24;I25;I26;I32;I33;I34;I35;I36;I42;I43;I44;I45;I46;I52;I53;I54;I55;I56;I62;I63;I64;I65;I66;I72;I73;I74;I75;I76;I82;I83;I84;I85;I86;I92;I93;I94;I95;I96;I7;I8;I9;MESEC;IZNOS1;IZNOS2
1223;40592;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;0.1;61380.88;0;0;1.426533523;271;61380.88;61380.88;61380.88;15;61380.88;61380.88;61380.88;0;0;0;;;;;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0124;44457.9;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;0.1;67566.33;0;0;1.426533523;271;67566.33;67566.33;67566.33;15;67566.33;67566.33;67566.33;0;0;0;;;;;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0224;40592;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;0.1;61380.88;0;0;1.426533523;271;61380.88;61380.88;61380.88;15;61380.88;61380.88;61380.88;0;0;0;;;;;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0324;40592;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;0.1;61380.88;0;0;1.426533523;271;61380.88;61380.88;61380.88;15;61380.88;61380.88;61380.88;0;0;0;;;;;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0424;42524.95;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;0.1;64473.61;;;1.426533523;271;64473.61;64473.61;64473.61;15;64473.61;64473.61;64473.61;;;;;;;;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0524;44457.9;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;0.1;67566.33;;;1.426533523;271;67566.33;67566.33;67566.33;15;67566.33;67566.33;67566.33;;;;;;;;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0624;38659.05;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;0.1;67566.33;;;1.426533523;271;67566.33;67566.33;67566.33;15;67566.33;67566.33;67566.33;;;;;;;;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0724;46110.66;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;0.1;67566.33;0;0;1.426533523;271;67566.33;67566.33;67566.33;15;67566.33;67566.33;67566.33;0;0;0;;;;;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0824;42524.95;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;0.1;64473.61;;;1.426533523;1;64473.61;64473.61;64473.61;15;64473.61;64473.61;64473.61;;;;;;;;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0924;40592;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;0.1;61380.88;;;1.426533523;271;61380.88;61380.88;61380.88;15;61380.88;61380.88;61380.88;;;;;;;;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
