SM;SIFRA_Materijala;NAZIV;DIMENZIJA;KVALITET;STANDARD;JM;KONTO;POCST_Kolicina;POCST_Vrednost;ULAZKolicina;ULAZ_Vrednost;IZLAZKolicina;IZLAZ_Vrednost;STANJE_Kolicina;STANJE_Vrednost;CENA
71;321103811;LEZAJ;30211 E;;;kom;101010;8;9456.34;0;0;8;9456.34;0;0;0
71;321103887;LEZAJ;GE 40 ES-2RS;;;kom;101010;2;2170.52;0;0;0;0;2;2170.52;1085.26
71;321103900;LEZAJ;GE 90 TXE-2LS ,SKF;;;kom;101000;2;35120;0;0;0;0;2;35120;17560
71;321103921;LEZAJ;6206 ZZNR;;;kom;101010;6;2833.98;0;0;0;0;6;2833.98;472.33
71;321103933;LEZAJ;GE 90 ES;;;kom;101000;4;36540;0;0;4;36540;0;0;0
71;321103934;LEZAJ;32224 XL DF A230-280;;;kom;101000;0;0;1;69806.17;1;69806.17;0;0;0
71;321103936;LEZAJ;QJ 220 N2MPAC3 PU;;;kom;101000;0;0;1;29135;1;29135;0;0;0
71;321200067;LEZAJ;GE 40 DO  *;;;kom;101000;2;3500;0;0;0;0;2;3500;1750
71;321300008;LEZAJ;SI 50 ES-2RS;;;kom;101010;2;23682.43;0;0;0;0;2;23682.43;11841.22
71;321400005;LEZAJ GUMENI;30284-02-01-08-05;;;kom;101000;4;42400;0;0;0;0;4;42400;10600
71;322110004;USKOCNIK;72;;JUS M.C2.400;kom;101000;2;118.64;0;0;2;118.64;0;0;0
71;322110028;USKOCNIK;60;;JUS M.C2.400;kom;101000;2;127.68;0;0;0;0;2;127.68;63.84
71;322110032;USKOCNIK;210;;JUS M.C2.400;kom;101000;2;3560;0;0;0;0;2;3560;1780
71;322110039;USKOCNIK;62;;JUS M.C2.400;kom;101000;4;356;0;0;2;178;2;178;89
71;322110040;USKOCNIK;100;;JUS M.C2.400;kom;101000;2;390;0;0;0;0;2;390;195
71;322110043;USKOCNIK;160;;JUS M.C2.400;kom;101000;5;2575;0;0;0;0;5;2575;515
71;322110070;USKOCNIK;215;;JUS M.C2.400;kom;101000;6;13710;0;0;0;0;6;13710;2285
71;322110073;USKOCNIK;110;;JUS M.C2.400;kom;101000;1;310;0;0;0;0;1;310;310
71;322120003;USKOCNIK;30;;JUS M.C2.401;kom;101000;3;144;0;0;2;96;1;48;48
71;322120032;USKOCNIK;50;;JUS M.C2.401;kom;101000;1;85;0;0;0;0;1;85;85
71;322120068;USKOCNIK;170;;JUS M.C2.401;kom;101000;2;938;0;0;0;0;2;938;469
71;322120069;USKOCNIK;220;;JUS M.C2.401;kom;101000;1;2753;0;0;0;0;1;2753;2753
71;322200002;OSIGURAC MB;MB 9    45;;JUS M.B2.139;kom;101010;2;97.3;0;0;0;0;2;97.3;48.65
71;322200009;OSIGURAC MB;MB 5    25;;JUS M.B2.139;kom;101000;2;64.53;0;0;0;0;2;64.53;32.27
71;322200010;OSIGURAC MB;MB 4    20;;JUS M.B2.139;kom;101000;5;235;0;0;0;0;5;235;47
71;322200029;OSIGURAC MB;MB 11;;;kom;101010;1;78.83;0;0;0;0;1;78.83;78.83
71;322200032;OSIGURAC MB;MB 32;;;kom;101000;1;1521.62;0;0;0;0;1;1521.62;1521.62
71;322200041;OSIGURAC MB;MB 29;;;kom;101010;2;1293.23;0;0;0;0;2;1293.23;646.62
71;322300005;NAVRTKA KM;KM  4      M20x1;;;kom;101000;4;1226.48;0;0;0;0;4;1226.48;306.62
71;322300006;NAVRTKA KM *;KM 5      M25x1.5;;JUS M.B1.710;kom;101000;2;366.37;0;0;0;0;2;366.37;183.19
71;322300009;NAVRTKA KM;KM 10     M 50x1.5;;JUS M.B1.710;kom;101000;3;909.23;0;0;0;0;3;909.23;303.08
71;322300024;NAVRTKA KM;KM 9      M 45x1.5;;JUS M.B1.710;kom;101010;2;629.92;0;0;0;0;2;629.92;314.96
71;322300035;NAVRTKA KM;KM 20     M100x2;;;kom;101010;4;4978.35;0;0;0;0;4;4978.35;1244.59
71;322300050;NAVRTKA KM;KM 12.8   M 64x1.5;;;kom;101000;5;1280;0;0;0;0;5;1280;256
71;322300079;NAVRTKA KM;KM TA 11;;;kom;101010;2;838.83;0;0;0;0;2;838.83;419.42
71;322600086;PRSTEN;IR 50x55,35x35 EGS;;;kom;101010;1;1592.26;0;0;0;0;1;1592.26;1592.26
71;322600169;STEZNI PRSTE;BIKON 1029-260-71;;;kom;101010;0;0;2;414557.88;2;414557.88;0;0;0
71;323100062;UCV.PRSTEN;FRM 100/9.5;;;kom;101000;8;2456.71;0;0;0;0;8;2456.71;307.09
71;331100044;PRIKLJUCAK;EK 10 LR;;;kom;101000;2;1590;0;0;0;0;2;1590;795
71;331100674;PRIKLJUCAK T;J 10 L;;JUS M.B6.707;kom;101000;1;898;0;0;0;0;1;898;898
71;331100934;PRIKLJUCAK;UP 10-L/T;;;kom;101000;4;224;0;0;0;0;4;224;56
71;331100935;PRIKLJUCAK;UP 15-L;;;kom;101000;12;1176;0;0;12;1176;0;0;0
71;331101038;PRIKLJUCAK;AK 18-LR;;;kom;101000;2;1392;0;0;0;0;2;1392;696
71;331101039;PRIKLJUCAK;UP 18-L;;;kom;101000;2;198;0;0;0;0;2;198;99
71;331101111;VENTIL;RS6;;;kom;101000;68;20060;0;0;0;0;68;20060;295
71;331101115;CAURA ZA ZAV;432-23031-1;;;kom;101000;12;2016;0;0;0;0;12;2016;168
71;331101116;PRIKLJUCAK;432-24162-1;;;kom;101000;54;10206;0;0;0;0;54;10206;189
71;331101252;PRIKLJUCAK;GE 6-L M10x1;;;kom;101000;8;0;0;0;0;0;8;0;0
71;331101307;PRIKLJUCAK;"EK 08-LR R 1/4""";;;kom;101000;12;20196;0;0;12;20196;0;0;0
71;331101308;PRIKLJUCAK;"AK 15-LR R 1/2""";;;kom;101000;12;16092;0;0;12;16092;0;0;0
71;331101309;PRIKLJUCAK;C15/08-LR;;;kom;101000;12;27684;0;0;12;27684;0;0;0
71;331101310;PRSTEN USECN;UP-08-L-L/T;;;kom;101000;12;792;0;0;12;792;0;0;0
71;331101311;PRIKLJUCAK;"AK 08-LR R 1/4""";;;kom;101000;4;3024;0;0;4;3024;0;0;0
71;331101320;UGAONI PRIKL;223-12480-7;;;kom;101000;75;78286.77;0;0;0;0;75;78286.77;1043.82
71;331101321;REDUKCIONI P;C 10-6L;;;kom;101000;36;22670;0;0;0;0;36;22670;629.72
71;331101339;PRIKLJUCAK;223-12270-7;;;kom;101000;24;8105;0;0;0;0;24;8105;337.71
71;331101340;NAVOJNI CEP;NZC;;JUS M.B1.861;kom;101000;76;15580;0;0;0;0;76;15580;205
71;331101360;CEP;NZC G3/4-MZ;;;kom;101000;26;15828.12;0;0;0;0;26;15828.12;608.77
71;331101408;PRIKLJUCAK D;"RC050 1/4""-1/2""SP N.G1";;;kom;101800;1;208.44;0;0;0;0;1;208.44;208.44
71;331101424;SPOJNICA;"""P"" muski cep 0.75mm";;;kom;101000;0;0;1;2978.44;1;2978.44;0;0;0
71;331101425;PRIKLICAK ZA;"IG 1/2"" inox";;;kom;101000;0;0;8;3643.76;8;3643.76;0;0;0
71;331101426;PRKLJUCAK ZA;ID 16mm 1/2 45�;;;kom;101000;0;0;4;4659.32;4;4659.32;0;0;0
71;331400032;SELNA;32-50;;;kom;101000;55;5531.3;0;0;20;2011.38;35;3519.92;100.57
71;331400053;SELNA;50-70;;;kom;101000;45;6098.35;0;0;20;2710.38;25;3387.97;135.52
71;331400057;SELNA;20-32;;;kom;101000;20;1500;0;0;20;1500;0;0;0
71;331400077;SELNA;25-40;;;kom;101000;70;6712.17;0;0;20;1917.76;50;4794.41;95.89
71;331400087;SELNA;40-60;;;kom;101000;50;6092.59;0;0;20;2437.04;30;3655.55;121.85
71;331400088;SELNA;60-80;;;kom;101000;18;2898;0;0;4;644;14;2254;161
71;331400104;SELNA SA VIJ;fi 162-174 W1;;;kom;101000;3;2025;0;0;0;0;3;2025;675
71;331400105;SELNA SA VIJ;fi 175-187 W1;;;kom;101000;3;2085;0;0;0;0;3;2085;695
71;331400107;SELNA;130-140mm W4-SS MIK;;;kom;101000;0;0;16;17088;16;17088;0;0;0
71;331400109;SELNA;ABA W4 12mm 19-28mm;;;kom;101000;0;0;4;1255.88;4;1255.88;0;0;0
71;331600007;ODUSAK;G 3/4 A;;TIP F 1451;kom;101010;0;0;10;90349.67;1;9034.97;9;81314.7;9034.97
71;331600009;ODUSAK;G 1 1/4'';;TIP F 1451;kom;101010;13;30083.42;0;0;12;27769.31;1;2314.11;2314.11
71;331600016;ODUSAK;"G 1""";;F 2033;kom;101010;5;10945.93;0;0;0;0;5;10945.93;2189.19
71;331600017;ODUSAK;"G 1""A";;F 1451;kom;101010;0;0;10;92073.9;3;27622.17;7;64451.73;9207.39
71;331600018;ODUSAK;"G 1/4""";;F-1451/R;kom;101010;18;20934.05;0;0;0;0;18;20934.05;1163
71;331600019;ODUSAK;"G 1/2""";;TIP F-2033;kom;101010;0;0;10;92763.59;1;9276.36;9;83487.23;9276.36
71;332100012;MAZALICA;M 16x1.5  (AM16x1.5);;JUS M.C4.611;kom;101000;8;1560;0;0;0;0;8;1560;195
71;332100014;MAZALICA;AM 10X1;MS;JUS M.C4.611;kom;101000;10;3500;0;0;10;3500;0;0;0
71;332100017;MAZALICA;AM 10X1;MS;JUS M.C4.613;kom;101000;1;286.53;0;0;0;0;1;286.53;286.53
71;332100053;MAZALICA;"ar 1/4""";MS;JUS M.C4.613;kom;101000;7;1509.1;0;0;5;1077.93;2;431.17;215.58
71;332100055;MAZALICA -DU;AM 16x1.5;MS;JUS M.C4.611;kom;101000;15;2925;0;0;14;2730;1;195;195
71;332100077;MAZALICA;AM10x1;MS;DIN 3404;kom;101000;8;2180;0;0;8;2180;0;0;0
71;332100078;MAZALICA;AM16x1.5;MS;DIN 3404;kom;101000;171;33360.02;0;0;42;8193.69;129;25166.33;195.09
71;332100085;MAZALICA;"AR 1/4""";MS;JUS M.C4.611;kom;101000;2;554.68;0;0;2;554.68;0;0;0
71;332100102;MAZALICA;M 16x1.5;MS;JUS M.C4.611;kom;101000;9;2299.8;0;0;0;0;9;2299.8;255.53
71;332100106;MAZALICA;AM 10x1.5;MS;JUS M.C4.611;kom;101000;4;936;0;0;0;0;4;936;234
71;332400005;MAGNET;F 10X15;;;kom;101000;18;1463.4;0;0;14;1138.2;4;325.2;81.3
71;333300036;PUMPA VAKUUM;106/3,5V-RW125;;;kom;101000;0;0;1;2606849.64;1;2606849.64;0;0;0
71;333400490;EL.POKAZIVAC;NTM-VA-G3/4-M3/280-1K;;;kom;101010;0;0;4;67559.79;4;67559.79;0;0;0
71;341310018;DIHTUNG;DN - 80;;;kom;101000;0;0;4;4851;4;4851;0;0;0
71;341310039;KUGLICNI VEN;"1/2"" IG/IG prohrom 70";;;kom;101000;0;0;6;11874.48;6;11874.48;0;0;0
71;341320068;REDUCIR;3/4-1/2;PROH.;;kom;101000;0;0;4;1004.64;4;1004.64;0;0;0
71;341500024;HOLENDER;"2xIG 1/2""";;;kom;101000;0;0;4;1098.12;4;1098.12;0;0;0
71;341600042;KOLENO;"90� 2xIG 1/2""";;;kom;101000;0;0;10;2126.8;10;2126.8;0;0;0
71;341600043;KOLENO;"180st. 4x3/4""";;;kom;101000;0;0;1;656.14;1;656.14;0;0;0
71;341800240;T-KOMAD;"3/4""";;;kom;101000;2;636.66;0;0;0;0;2;636.66;318.33
71;341800269;T-KOMAD;3x1/2;;;kom;101000;0;0;1;321.26;1;321.26;0;0;0
71;341900019;DUPLI NIPLI;"1/2""";HROM RR;;kom;101000;0;0;12;2202.48;12;2202.48;0;0;0
71;341900031;REDUKCIONA N;"AGxIG 1/2""-1/4""";;;kom;101000;0;0;1;173.28;1;173.28;0;0;0
71;351200032;LANAC;D 8;;DIN 5684-8;m;101000;0;0;5;2458.33;2.13;1047.24;2.87;1411.09;491.67
71;351200066;LANAC;D-5x35 L-7M1;;;kg;101000;1;890;0;0;0;0;1;890;890
71;352000046;NAVRTKA ZATE;M 12;ZN;DIN 1478;kom;101000;2;1520;0;0;0;0;2;1520;760
71;355100008;STEGA;fi 6.5;;DIN 1142;kom;101000;0;0;120;7080;120;7080;0;0;0
71;355100011;STEGA;fi 22;;DIN 1142;kom;101000;20;11800;0;0;0;0;20;11800;590
71;355200006;STEZAC ZA UZ;;;;kom;101010;4;9590.49;0;0;0;0;4;9590.49;2397.62
71;356000018;USKA;A-6;;;kom;101000;0;0;60;3360;60;3360;0;0;0
71;357000047;SKOPAC;A- 0,16t;;;kom;101000;0;0;60;5820;60;5820;0;0;0
71;358000015;UZE CEL.;fi 6 6x19+vj;ZN;;kom;101000;0;0;30;17670;30;17670;0;0;0
71;358000042;UZE CELICNO;fi 8 6x7xcj;ZN;;m;101000;0.76;150.19;0;0;0;0;0.76;150.19;197.62
71;358000064;UZE CELICNO;fi 33   V.SV 180   lev;;GOST 7668-80;m;101010;166;229693.16;0;0;0;0;166;229693.16;1383.69
71;358000079;SAJLA;fi 33  GVLNR desno;;GOST 7668-80;m;101010;75;103777.03;0;0;0;0;75;103777.03;1383.69
71;358000245;UZE CELICNO;"fi 23.5 A 2,6x25(1+5;6";;;m;101010;213;160798.8;0;0;0;0;213;160798.8;754.92
71;358000246;UZE;16.5mm A2   desno;;GOST 7668-80;m;101010;146;64278.87;0;0;0;0;146;64278.87;440.27
71;358000248;UZE;17mm Desno;;GOST 7668-80;m;101010;122.3;60000.28;0;0;0;0;122.3;60000.28;490.6
71;358000249;UZE;17 levo;;GOST 7668-80;m;101010;122.3;60000.28;0;0;0;0;122.3;60000.28;490.6
71;361100309;OPRUGA;30063-04-01-06-03-05;;;kom;101000;4;1200;0;0;0;0;4;1200;300
71;361100393;OPRUGA;30065-13-07/R;;;kom;101000;1;500;0;0;0;0;1;500;500
71;361100450;OPRUGA;DKM-400-23;;;kom;101000;4;1200;0;0;0;0;4;1200;300
71;361100458;OPRUGA;TKP 600-39;;;kom;101000;2;22400;0;0;0;0;2;22400;11200
71;361100476;OPRUGA;DKM-500-19;;;kom;101000;2;200;0;0;0;0;2;200;100
71;361100671;OPRUGA;30065-13-08/R;;;kom;101000;1;600;0;0;0;0;1;600;600
71;361100681;OPRUGA;23176-02-02-03-30-05;;;kom;101000;2;1900;0;0;0;0;2;1900;950
71;361100682;OPRUGA;23169-02-02-04-03-01-0;;;kom;101000;2;1700;0;0;0;0;2;1700;850
71;372400173;KOCNICA;EBN 400-80/6  sa podiz;;OSTATAK OD 6;kom;101010;2;555351.34;0;0;0;0;2;555351.34;277675.67
71;372600106;VITLO;53MT625H8,5V24/1MED20/;;;kom;101010;0;0;1;1958592.74;1;1958592.74;0;0;0
71;372700101;KOMANDNI PUL;KP 30 3021;;;kom;101000;0;0;1;10563;1;10563;0;0;0
71;373200324;USTAVLJAC;PU 90x260x90;;;kom;101000;0;0;5;940000;5;940000;0;0;0
71;391300001;KATANAC;8771.35.400;;;kom;101000;3;2115;0;0;0;0;3;2115;705
71;393900546;DRZAC;DKM 500-05-06;;;kom;101000;2;8400;0;0;0;0;2;8400;4200
71;393902067;OSIGURAC;22005-02-14;;;kom;101000;2;5000;0;0;0;0;2;5000;2500
71;411100023;TRAKA GUMENA;2x1200x10000;;;kg;101000;77;30018.96;164;80360;205;93387.89;36;16991.07;471.97
71;411100027;GUMA U ROLNI;3mm;;;kg;101000;28;13160;0;0;0;0;28;13160;470
71;411100118;TRAKA GUMENA;5mm;;;kg;101000;90;42300;0;0;0;0;90;42300;470
71;411100315;GUMA ELEKTRO;4x1250x3000;IZOLACIONA;;m;101000;3.75;13500;0;0;0;0;3.75;13500;3600
71;411100356;GUMA;10x100x2305;;;kom;101000;1;7140;0;0;0;0;1;7140;7140
71;411100693;GUMA;1674.38.01-11;;;kom;101000;6;81312;0;0;0;0;6;81312;13552
71;411100695;GUMA;2150.49 bez rupa;;;kom;101000;6;20034;0;0;0;0;6;20034;3339
71;411100809;GUMA;30385-14-02;;;kom;101000;4;18000;0;0;4;18000;0;0;0
71;411100812;GUMENI TEPIH;1450x7000x3mm;;;m2;101000;0;0;10.15;25831.75;10.15;25831.75;0;0;0
71;411200179;GUMENI PROFI;30384A-07-02-01-13;;;m;101000;0;0;20;22400;0;0;20;22400;1120
71;413100114;SEMERING WA;150x125x13;;WA;kom;101000;0;0;1;2485;1;2485;0;0;0
71;413100215;SEMERING WC;90x110x12;;C;kom;101000;12;5760;0;0;0;0;12;5760;480
71;413100821;SEMERING WC;170x200x15;;;kom;101000;8;9328;0;0;0;0;8;9328;1166
71;413100872;SEMERING WA;60x80x8;;WA;kom;101000;1;970;0;0;0;0;1;970;970
71;413100874;SEMERING BAU;200x230x15;FKM;;kom;101000;2;46000;0;0;0;0;2;46000;23000
71;413100982;SEMERING WC;95x120x12;;WC;kom;101000;2;1110;0;0;0;0;2;1110;555
71;413101221;SEMERING WAS;25x35x7;;WAS;kom;101000;4;360;0;0;0;0;4;360;90
71;413101229;SEMERING WBS;105x130x13;;;kom;101000;1;960;0;0;0;0;1;960;960
71;413101230;SEMERING HMS;105x130x12;;;kom;101000;1;570;0;0;0;0;1;570;570
71;413101231;SEMERING WAS;60x85x10;;;kom;101000;6;1296;0;0;6;1296;0;0;0
71;413101251;SEMERING WAS;120x150x13;;;kom;101000;2;8300;0;0;2;8300;0;0;0
71;413300005;O PRSTEN;34x3;;;kom;101000;8;120;0;0;0;0;8;120;15
71;413300149;O PRSTEN;94.2x5.7;;;kom;101000;2;140;0;0;2;140;0;0;0
71;413300222;O PRSTEN;129.50x3;;;kom;101000;1;68.7;0;0;0;0;1;68.7;68.7
71;413300248;O PRSTEN;119,2x5,7;;;kom;101000;1;78;0;0;0;0;1;78;78
71;413300286;O PRSTEN;25x2;;;kom;101000;200;1800;0;0;0;0;200;1800;9
71;413300316;O PRSTEN;129.2x5.7;;;kom;101000;1;96.74;0;0;0;0;1;96.74;96.74
71;413300335;O PRSTEN;149.2x5.7;;;kom;101000;4;560;0;0;0;0;4;560;140
71;413300354;O PRSTEN;69.5x3;;;kom;101000;12;336;0;0;0;0;12;336;28
71;413300384;O PRSTEN;95x3;;;kom;101000;1;41;0;0;0;0;1;41;41
71;413300572;O PRSTEN;204.2x5.7;;;kom;101000;2;450;0;0;0;0;2;450;225
71;413300598;O PRSTEN;44x3;;;kom;101000;1;21;0;0;0;0;1;21;21
71;413300622;O PRSTEN;74.5x3;;;kom;101000;2;70;0;0;0;0;2;70;35
71;413300631;O PRSTEN;269.2x5.7;;;kom;101000;2;528;0;0;0;0;2;528;264
71;413300735;O PRSTEN;295x3;;;kom;101000;2;478;0;0;0;0;2;478;239
71;413300739;O PRSTEN;350x4;;;kom;101000;4;740;0;0;0;0;4;740;185
71;413300740;O PRSTEN;500x4;;;kom;101000;4;1760;0;0;0;0;4;1760;440
71;413300741;O PRSTEN;385x4;;;kom;101000;2;590;0;0;0;0;2;590;295
71;413300742;O PRSTEN;305x4;;;kom;101000;2;440;0;0;0;0;2;440;220
71;413300828;V-PRSTEN;V-200-L;;;kom;101000;1;755;0;0;0;0;1;755;755
71;413300886;V-RING;V 90A;;;kom;101000;12;1008;0;0;0;0;12;1008;84
71;413300899;O-RING;110,72x3,53;;;kom;101000;0;0;1;57;1;57;0;0;0
71;413400435;ZAPTIVAC GUM;fi290/fi169x3;;;kom;101000;2;2400;0;0;0;0;2;2400;1200
71;413400446;ZAPTIVKA;30385-11-02-02;;;kom;101000;2;24000;0;0;0;0;2;24000;12000
71;413500002;GAJTAN GUM;4mm;;;m;101000;13;1092;0;0;0;0;13;1092;84
71;413900040;GUMICE HOLEN;"5/4""";;;kom;101000;4;192;0;0;4;192;0;0;0
71;413900100;GUMICA HOLEN;"1/2""";;;kom;101000;14;574;0;0;14;574;0;0;0
71;414200508;CREVO;fi 8-plavo 150/168,OMV;;;m;101000;0;0;15;66000;15;66000;0;0;0
71;414201701;CREVO ZA VAZ;16x4.5mm 20 bar ,gumen;;;kom;101000;0;0;4;1020.24;4;1020.24;0;0;0
71;417200169;GUM. ULOZAK;2181.04.04 buric. fi64;;;kom;101000;24;28800;0;0;14;16800;10;12000;1200
71;417200187;GUMENI UMETA;1220.12.12.14-5;;;kom;101000;8;7600;0;0;0;0;8;7600;950
71;421100194;PLEKSIGLAS B;790x780x5;;;kom;101000;1;4600;0;0;0;0;1;4600;4600
71;423100002;FOLIJA;PVC  6m  bela;;;kg;101000;61;20536.02;180;64800;61;20536.02;180;64800;360
71;431100170;KOCIONA OBLO;DKM 500-02-02 (100x11x;;;kom;101000;2;6980;0;0;0;0;2;6980;3490
71;431100181;KOCIONA OBLO;TE315 crt.53dkg-04-004;;;kom;101000;12;42480;0;0;0;0;12;42480;3540
71;432300122;TEKSTOLIT PL;200x200x4mm;;;kom;101000;2;1340;0;0;0;0;2;1340;670
71;432300123;TEKSTOLIT PL;250x200x4mm;;;kom;101000;1;850;0;0;0;0;1;850;850
71;432300124;TEKSTOLIT PL;300x200x4mm;;;kom;101000;1;980;0;0;0;0;1;980;980
71;432300125;TEKSTOLIT PL;500x200x4mm;;;kom;101000;1;1280;0;0;0;0;1;1280;1280
71;433300026;TEHNICKI FIL;1000x1000x8mm;;;m2;101000;1;6500;0;0;0;0;1;6500;6500
71;451100204;GREDA;50x80x2500;;;kom;101000;0;0;0.69;38504.31;0.69;38504.33;0;-0.02;0
71;451100214;GREDA;80x100x2500;;;kom;101000;1;840;0.4;22478.33;0.4;6662.38;1;16655.95;16655.95
71;451100233;GREDA;50x50x1500;;;kom;101000;3;289.84;0;0;0;0;3;289.84;96.61
71;451100239;GREDA;120x120x3000;;;kom;101000;0;0;0.17;9721.88;0.17;9721.88;0;0;0
71;451100467;GREDA;120x100x1100;;;kom;101000;0;0;0.07;3708.92;0.07;3708.92;0;0;0
71;451100493;GREDA;30x50x200;;;kom;101000;18;129.6;0;0;0;0;18;129.6;7.2
71;451100523;GREDA;120x120x1800;;;kom;101000;1;811.2;0;0;0;0;1;811.2;811.2
71;451100572;GREDA;80x120x2350;;;kom;101000;0;0;0.09;5057.63;0.09;5057.64;0;-0.01;0
71;451100637;GREDA;90x130x1800;;;kom;101000;1;272.16;0;0;0;0;1;272.16;272.16
71;451100642;GREDA;80x100x1000;;;m;101000;1;455.7;0;0;0;0;1;455.7;455.7
71;451100646;GREDA;80x100x1200;;;kom;101000;2;1179.38;0;0;0;0;2;1179.38;589.69
71;451100698;GREDA;150x150x275;;;kom;101000;0;0;0.03;1404.9;0.03;1404.9;0;0;0
71;451100763;GREDA;30353-pak-k2-pk-01;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;451100764;GREDA;30353-pak-k2-02;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;451100765;GREDA;30353-pak-k2-pk-03;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;451100766;GREDA;30385-pak-k8-pk;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;451100767;GREDA;30353-pak-k6-pk;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;451100768;GRADJA;100x110x2300;;;kom;101000;0;0;0.13;7136.87;0.13;7136.87;0;0;0
71;451100769;GRADJA;150x150x1800;;;kom;101000;0;0;0.65;36414.9;0.65;36414.91;0;-0.01;0
71;451300052;LETVA;30x50x2500;;;kom;101000;0;0;0.11;6350.13;0.11;6350.13;0;0;0
71;451300055;LETVA;25x50x2500;;;kom;101000;0;0;0.31;17589.29;0.31;17589.29;0;0;0
71;452104617;SANDUK;30234-pak-T6-K17-SA;;;kom;101000;0;0;6;108761.55;6;108761.55;0;0;0
71;452104645;SANDUK;30309-pak-T8-K33-SA;;;kom;101000;0;0;3;95430.28;3;95430.28;0;0;0
71;452104646;SANDUK;30309-pak-T8-K26-SA;;;kom;101000;0;0;3;111625.01;3;111625.01;0;0;0
71;452104679;SANDUK;23178 pak-T11-K29-SA;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;452104691;SANDUK;0364-pak-k13-sa;;;kom;101000;1;5626.13;0;0;0;0;1;5626.13;5626.13
71;452104722;SANDUK;30327-3pak-k4-sa;;;kom;101000;1;23067.66;0;0;1;23067.66;0;0;0
71;452104758;SANDUK;30284-PAK-K8-SA;;;kom;101000;1;34697.05;0;0;1;34697.05;0;0;0
71;452104770;SANDUK;23178-pak-t13-k38-sa;;;kom;101000;0;0;1;26411.85;1;26411.85;0;0;0
71;452104781;SANDUK;30234-pak-t3-ko1;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;452104783;SANDUK;22065-5pak-k18-sa;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;452104790;SANDUK;30353-pak-ko1-sa;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;452104791;SANDUK;30353-pak-k02-sa;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;452104794;SANDUK;30284A-PAK-k8-SA;;;kom;101000;1;14085.85;0;0;0;0;1;14085.85;14085.85
71;452104799;SANDUK;30324 pak-t6-k17-sa;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;452104807;SANDUK;30309-pak-t3-k28-sa;;;kom;101000;0;0;1;26411.85;1;26411.85;0;0;0
71;452204467;PALETA;23178-pak-T12-K42 PA;;;kom;101000;1;23899.81;0;0;1;23899.81;0;0;0
71;452204574;PALETA;22065-2pak-k27-pa;;;kom;101000;1;9538.89;0;0;1;9538.89;0;0;0
71;452204591;PALETA;22065-5-pak-k16-pa;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;452204602;PALETA;33-pak-08-01;;;kom;101000;1;14190.75;0;0;0;0;1;14190.75;14190.75
71;452204617;PALETA;30384A-PAK-K15-PA;;;kom;101000;0;0;7;270649.98;7;270649.98;0;0;0
71;452204621;PALETA;30385-pak-k6-pa;;;kom;101000;0;0;1;42606.58;1;42606.58;0;0;0
71;452300006;KAJLA;250X150x200/45step.;;;kom;101000;6;1699.01;0;0;0;0;6;1699.01;283.17
71;452300010;KAJLA;300x150x200;;;kom;101000;0;0;50;18000;50;18000;0;0;0
71;452300014;KAJLA  MALA;200x100x200;;;kom;101000;0;0;110;26400;110;26400;0;0;0
71;452300018;KAJLA SREDNJ;250x150x200;;;kom;101000;7;1467.6;0;0;0;0;7;1467.6;209.66
71;452300023;KAJLA SREDNJ;200x250x150;;;kom;101000;3;827.29;50;13800;50;13799.33;3;827.96;275.99
71;452404529;PODMETAC;30284-PAK-K2-PO;;;kom;101000;2;69394.1;0;0;0;0;2;69394.1;34697.05
71;452404530;DOBOS DRVENI;900/450/850;;;kom;101000;2;24900;0;0;0;0;2;24900;12450
71;464200007;MINERALNA VU;50mm;;;m2;101000;11.16;1890.21;0;0;0;0;11.16;1890.21;169.37
71;511100438;MOTOR;5 RES 112L 6 230,400-5;;;kom;101000;0;0;2;398470;2;398470;0;0;0
71;521200351;KABL;4x2.5;;HO7RN-F;m;101800;25;18799.87;0;0;0;0;25;18799.87;751.99
71;521201246;KABL;1x2.5;;HELUTERM 145;m;101800;60;11218.2;0;0;0;0;60;11218.2;186.97
71;521500196;SABIRNICA;SV 9320.030;;;gar;101800;2;15493.58;0;0;2;15493.58;0;0;0
71;521500203;SINA;6ES 7590-1AB60-OAAO;;;kom;101800;0;0;1;34457.5;1;34457.5;0;0;0
71;521720189;PAPUCICA NEI;150/16;;;kom;101800;8;11279.9;0;0;0;0;8;11279.9;1409.99
71;521730768;ADAPTER;crt. 3639.34.05  8x13;;;kom;101000;4;720;0;0;0;0;4;720;180
71;521750321;BROJ;PMH 1 ZAHLEN-9   od 0-;;;kom;101800;100;435;0;0;0;0;100;435;4.35
