SM;SIFRA_Materijala;NAZIV;DIMENZIJA;KVALITET;STANDARD;JM;KONTO;POCST_Kolicina;POCST_Vrednost;ULAZKolicina;ULAZ_Vrednost;IZLAZKolicina;IZLAZ_Vrednost;STANJE_Kolicina;STANJE_Vrednost;CENA
52;311700193;VIJAK;M  8 x  50;5.8ZN;JUS M.B1.220;kom;101000;2;160;0;0;0;0;2;160;80
52;311700200;VIJAK;M 16 x  90;5.6;JUS M.B1.220;kom;101000;1;126.48;0;0;0;0;1;126.48;126.48
52;311700201;VIJAK;M 20 x  50;8.8;JUS M.B1.150;kom;101000;11;460.35;0;0;0;0;11;460.35;41.85
52;311700202;VIJAK;M  8 x  70;ZN;JUS M.B1.171;kom;101000;72;314.64;0;0;0;0;72;314.64;4.37
52;311700203;VIJAK;M 16 x   0;GAL. ZN-C15;JUS M.B1.210;kom;101010;4;429.39;0;0;0;0;4;429.39;107.35
52;311700204;VIJAK;M  8 x  80;5.6ZN;JUS M.B1.171;kom;101000;70;480.5;0;0;0;0;70;480.5;6.86
52;311700206;VIJAK;M 16 x  50;5.6;JUS M.B1.150;kom;101000;169;10061.4;0;0;0;0;169;10061.4;59.53
52;311700207;VIJAK;M 12 x  90;5.6;JUS M.B1.171;kom;101000;107;3691.5;0;0;0;0;107;3691.5;34.5
52;311700209;VIJAK;M 16 x  55;5.6;JUS M.B1.171;kom;101000;31;1534.5;0;0;0;0;31;1534.5;49.5
52;311700211;VIJAK;M 16 x  55;5.8;JUS M.B1.150;kom;101000;29;1015;0;0;0;0;29;1015;35
52;311700217;VIJAK;M 10 x  75;8.8;JUS M.B1.171;kom;101000;11;280.5;0;0;0;0;11;280.5;25.5
52;311700218;VIJAK;M 12 x  40;;JUS M.B1.150;kom;101000;3;84.92;0;0;0;0;3;84.92;28.31
52;311700222;VIJAK;M 12 x  35;5.8ZN;JUS M.B1.150;kom;101000;12;283.82;0;0;0;0;12;283.82;23.65
52;311700223;VIJAK;M 12 x  35;5.6;JUS M.B1.150;kom;101000;3;106.2;0;0;0;0;3;106.2;35.4
52;311700224;VIJAK;M 10 x 100;5.6ZN;JUS M.B1.171;kom;101000;135;2547.03;0;0;0;0;135;2547.03;18.87
52;311700225;VIJAK;M 20 x 200;5.8 ZN;JUS M.B1.170;kom;101000;2;450;0;0;0;0;2;450;225
52;311700226;VIJAK;M 20 x 140;X17CRNI16-2;JUS M.B1.150;kom;101000;3;1492.5;0;0;0;0;3;1492.5;497.5
52;311700229;VIJAK;M  8 x  25;8.8ZN;JUS M.B1.230;kom;101000;9;711;0;0;0;0;9;711;79
52;311700238;VIJAK;M 20 x  60;A4-80;ISO 7379;kom;101000;5;6923.29;0;0;0;0;5;6923.29;1384.66
52;311700243;VIJAK;M  8 x  30;A2;ISO 7380;kom;101000;12;234;0;0;0;0;12;234;19.5
52;311700244;VIJAK;M 10 x  20;A2;ISO 7380;kom;101000;18;738;0;0;0;0;18;738;41
52;311700245;VIJAK;M 10 x  30;A2;ISO 7380;kom;101000;4;172.59;0;0;0;0;4;172.59;43.15
52;311700246;VIJAK;M 16 x   0;;JUS M.B1.210;kom;101000;2;588;0;0;0;0;2;588;294
52;311700251;VIJAK;M 16 x  70;8.8;JUS M.B1.220;kom;101000;4;740;0;0;0;0;4;740;185
52;311700254;VIJAK;M 16 x  55;4.6 ZN;JUS M.B1.150;kom;101000;31;1497.12;0;0;0;0;31;1497.12;48.29
52;311700255;VIJAK;M 16 x  45;ZN;JUS M.B1.150;kom;101000;26;1561.68;0;0;0;0;26;1561.68;60.06
52;311700256;VIJAK;M 12 x  55;ZN;JUS M.B1.150;kom;101000;65;3543.26;0;0;0;0;65;3543.26;54.51
52;311700257;VIJAK;M 12 x 100;ZN;JUS M.B1.150;kom;101000;3;189;0;0;0;0;3;189;63
52;311700258;VIJAK;M 16 x  40;ZN;JUS M.B1.150;kom;101000;32;1856;0;0;0;0;32;1856;58
52;311700262;VIJAK;M 12 x  50;5.8 ZN;JUS M.B1.150;kom;101000;38;1862;0;0;0;0;38;1862;49
52;311700271;VIJAK;M  8 x  20;8.8;JUS M.B1.230;kom;101000;2;105.32;0;0;0;0;2;105.32;52.66
52;311700278;VIJAK;M  8 x  20;ZN;JUS M.B1.171;kom;101000;384;2841.34;0;0;0;0;384;2841.34;7.4
52;311700280;VIJAK;M 20 x 150;8.8;JUS M.B1.230;kom;101000;1;499;0;0;0;0;1;499;499
52;311700288;VIJAK;M 20 x   0;;JUS M.B1.210;kom;101000;11;5148;0;0;0;0;11;5148;468
52;311700296;VIJAK;M 16 x  80;;JUS M.B1.150;kom;101000;38;3858.01;0;0;0;0;38;3858.01;101.53
52;311700298;VIJAK;M  4 x  10;;JUS M.B1.200;kom;101000;40;4360;0;0;0;0;40;4360;109
52;311700299;VIJAK;M 12 x  55;;JUS M.B1.220;kom;101000;1;230;0;0;0;0;1;230;230
52;311700303;VIJAK;M 30 x 220;;JUS M.B1.220;kom;101000;2;3800;0;0;0;0;2;3800;1900
52;311800007;VIJAK;M 12 x  30;5.8;JUS M.B1.260;kom;101000;91;764.56;0;0;0;0;91;764.56;8.4
52;311800009;VIJAK;M 12 x  35;10.9;JUS M.B1.260;kom;101000;243;3770.67;0;0;0;0;243;3770.67;15.52
52;311800010;VIJAK;M 12 x  35;5.8;JUS M.B1.260;kom;101000;45;406.8;0;0;0;0;45;406.8;9.04
52;311800014;VIJAK;M 12 x  50;5.8;JUS M.B1.260;kom;101000;17;204;0;0;0;0;17;204;12
52;311800015;VIJAK;M 12 x  80;5.6;JUS M.B1.260;kom;101000;19;133;0;0;0;0;19;133;7
52;311800017;VIJAK;M 14 x  85;5.8;JUS M.B1.260;kom;101000;29;203;0;0;0;0;29;203;7
52;311800019;VIJAK;M 16 x  35;5.6;JUS M.B1.260;kom;101000;184;950.07;0;0;0;0;184;950.07;5.16
52;311800026;VIJAK;M 16 x  55;5.8;JUS M.B1.260;kom;101000;51;401.08;0;0;0;0;51;401.08;7.86
52;311800033;VIJAK;M 16 x  75;8.8;JUS M.B1.260;kom;101000;5;9.8;0;0;0;0;5;9.8;1.96
52;311800036;VIJAK;M 16 x  90;8.8;JUS M.B1.260;kom;101000;76;760;0;0;0;0;76;760;10
52;311800037;VIJAK;M 16 x 100;8.8;JUS M.B1.260;kom;101000;20;2600.28;0;0;0;0;20;2600.28;130.01
52;311800041;VIJAK;M 20 x  40;5.6;JUS M.B1.260;kom;101000;32;320;0;0;0;0;32;320;10
52;311800045;VIJAK;M 20 x  60;5.6;JUS M.B1.260;kom;101000;20;287.22;0;0;0;0;20;287.22;14.36
52;311800050;VIJAK;M 24 x 100;8.8;JUS M.B1.260;kom;101000;13;3013.2;0;0;0;0;13;3013.2;231.78
52;311800055;VIJAK;M 36 x 160;5.8;JUS M.B1.260;kom;101000;29;370.94;0;0;0;0;29;370.94;12.79
52;311800070;VIJAK;M  8 x   8;8.8;JUS M.B1.270;kom;101000;4;80;0;0;0;0;4;80;20
52;311800071;VIJAK;M  8 x   8;5.6;JUS M.B1.270;kom;101000;156;807.22;0;0;0;0;156;807.22;5.17
52;311800073;VIJAK;M 16 x  16;8.8;JUS M.B1.270;kom;101000;22;2189;0;0;0;0;22;2189;99.5
52;311800074;VIJAK;M 16 x  20;8.8;JUS M.B1.270;kom;101000;16;1530.88;0;0;0;0;16;1530.88;95.68
52;311800075;VIJAK;M 16 x  30;8.8;JUS M.B1.270;kom;101000;35;1505;0;0;0;0;35;1505;43
52;311800086;VIJAK;M  5 x  10;8.8;JUS M.B1.272;kom;101000;19;285;0;0;0;0;19;285;15
52;311800089;VIJAK;M  6 x  30;8.8;JUS M.B1.272;kom;101000;16;240;0;0;0;0;16;240;15
52;311800093;VIJAK;M 12 x  15;8.8;JUS M.B1.272;kom;101000;56;3136;0;0;0;0;56;3136;56
52;311800103;VIJAK;M 20 x  35;8.8;JUS M.B1.273;kom;101000;24;3960;0;0;0;0;24;3960;165
